Title,Date,Summary
Telegram Rilis Browser Terdesentralisasi & Mini-App Store,"Kamis, 01 Agustus 2024","Telegram, platform pengiriman pesan yang dikenal dengan fitur-fiturnya yang ramah kripto, telah meluncurkan pembaruan substansial untuk merevolusi cara pengguna berinteraksi dengan layanan web terdesentralisasi.Pada 31 Juli 2024, Telegram meluncurkan peramban dalam aplikasi yang mendukung situs web terdesentralisasi dan toko aplikasi mini baru, di samping beberapa peningkatan lain yang ditujukan untuk meningkatkan pengalaman pengguna dan memfasilitasi adopsi teknologi Web3.Peramban ini mendukung situs web terdesentralisasi, yang dijuluki “Situs TON,” yang dihosting di The Open Network (TON)."
"The Fed Tahan Suku Bunga AS, Harga Bitcoin Turun ke US$64.000","Kamis, 01 Agustus 2024","Berdasarkan hasil rapat Federal Open Market Committee (FOMC) pada Rabu (31/7/2024), Federal Reserve, bank sentral Amerika Serikat, memutuskan untuk mempertahankan suku bunga AS di 5,25%-5,50%."
Survei Ungkap Gaji Wanita Lebih Tinggi daripada Pria di Industri Kripto,"Rabu, 31 Juli 2024","Sebuah survei terbaru dariPantera Research Labmengungkapkan bahwa wanita yang bekerja di industri kripto di Amerika Serikat menghasilkan gaji hampir 15% lebih banyak dibandingkan rekan pria mereka berdasarkan gaji median.Gaji tahunan median untuk wanita yang bekerja penuh waktu di sektor kripto mencapai US$172.000, sementara pria hanya US$150.000."
Penerimaan Pajak dari Industri Kripto di Indonesia Hampir Sentuh Rp800 Miliar!,"Rabu, 31 Juli 2024","Direktorat Jenderal Pajak (DJP) Kementerian Keuangan RI melaporkan bahwa total setoran pajak dari industri kripto mencapai Rp798,84 miliar sejak Mei 2022 hingga Juni 2024.Dikutip dari laporanKompas, Direktur Penyuluhan, Pelayanan, dan Hubungan Masyarakat DJP, Dwi Astuti, merinci bahwa jumlah tersebut terdiri dari Rp246,45 miliar pada 2022, Rp220,83 miliar pada 2023, dan Rp331,56 miliar dari Januari hingga Juni 2024.Setoran pajak ini menyumbang tiga persen dari total pajak yang dikumpulkan dari kegiatan usaha ekonomi digital yang mencapai Rp25,88 triliun.Adapun penerimaan pajak dari industri kripto terdiri dari Rp376,13 miliar Pajak Penghasilan (PPh) 22 atas transaksi penjualan kripto diexchanger, dan Rp422,71 miliar dari Pajak Pertambahan Nilai Dalam Negeri (PPN DN) atas transaksi pembelian kripto diexchanger.Sebagai informasi, mulai memberlakukan pajak pada aset kripto melalui Peraturan Menteri Keuangan (PMK) Republik Indonesia Nomor 68/PMK.03/2022 yang berlaku sejak 1 Mei 2022.Peraturan tersebut mengatur tentang PPh dan PPN untuk transaksi perdagangan aset kripto."
Movement Labs dan Polygon Labs Hadirkan Solusi Atasi Krisis Likuiditas di Chain L2,"Rabu, 31 Juli 2024","Movement Labs, jaringan yang berfokus pada alat pengembanganopen sourceuntuk bahasa kontrak pintar Move, mengumumkan kolaborasi strategis dengan Polygon Labs, perusahaan pengembangan perangkat lunak terkemuka yang terkenal dengan jaringanblockchainagregatnya.Gambar: Kemitraan Polygon dan Movement.Kemitraan ini menandai tonggak penting dalam mengejar interoperabilitas blockchain."
Rusia Bakal Legalkan Penggunaan Kripto dalam Perdagangan Internasional,"Rabu, 31 Juli 2024","Legislator Rusia dikabarkan mulai mengesahkan rancangan undang-undang (RUU) yang memungkinkan pebisnis di negaranya untuk menggunakan aset kripto dalam perdagangan internasional, sebagai bagian dari upaya untuk menghindari sanksi dari negara Barat yang diberlakukan setelah invasi Rusia ke Ukraina.Dikutip dariBloombergpada Selasa (30/7/2024), Duma Negara Rusia telah mengesahkan RUU ripto dan RUU terpisah yang mengaturminingkripto."
Polisi Ukraina Tangkap Empat Tersangka Kasus Pembunuhan Demi Bitcoin,"Rabu, 31 Juli 2024","Empat orang tersangka telah ditangkap oleh polisi Ukraina pada 29 Juli 2024 setelah mereka diduga menculik seorang warga negara Maroko dan memaksa korban untuk mentransfer aset kripto senilai UAH7 juta atau sekitar Rp2,7 miliar, sebelum akhirnya membunuh korban dengan cara dicekik di Kyiv, Ukraina.Dalam sebuahrilis pers, polisi menyatakan bahwa korban, yang berusia 29 tahun, diculik di depan rumahnya di distrik Solomianskyi, Kyiv, sekitar tengah malam."
"DEX ZKX di Starknet Tutup, Ini Penyebabnya!","Rabu, 31 Juli 2024","Protokol ZKX, platform perdagangan derivatif sosial yang dibangun di jaringan Ethereum Layer-2Starknetditutup karena masalah keuangan yang tidak dapat diatasi."
41 Persen Kreditor Mt. Gox Pilih HODL Daripada Jual Bitcoin,"Rabu, 31 Juli 2024",Kreditor dari Mt.
Pendiri Tokocrypto Pang Xue Kai Bergabung ke DRX Token,"Selasa, 30 Juli 2024","Pang Xue Kai, pendiri Tokocrypto dan ForU AI, secara resmi bergabung sebagaiBoard of AdvisoryDRX Token."
"SEC Revisi Gugatan ke Binance, 10 Token Ini Tak Lagi Dianggap Sekuritas","Selasa, 30 Juli 2024","Komisi Sekuritas dan Bursa Amerika Serikat (SEC) tidak lagi meminta pengadilan untuk memutuskan dan menganggap token yang disebutkan dalam gugatannya terhadap bursa kripto Binance sebagai sekuritas.Adapun token yang dimaksud adalah Solana (SOL), Cardano (ADA), Polygon (MATIC), Filecoin (FIL), Cosmos (ATOM), The Sandbox (SAND), Decentraland (MANA), Algorand (ALGO), Axie Infinity (AXS), dan COTI (COTI).Dalamdokumen pengadilan ASyang diajukan pada Selasa (30/7/2024), SEC menyatakan niatnya untuk mengubah gugatannya terkait “Sekuritas Aset Kripto Pihak Ketiga” yang disebutkan dalam penolakannya terkait permohonan Binance untuk membatalkan gugatan terhadapnya.Sebagai informasi, klasifikasi sekuritas aset kripto pihak ketiga merujuk pada aset kripto yang terdaftar dan diperdagangkan di Binance.Menurut SEC, amandemen ini ditujukan untuk ”meniadakan kebutuhan bagi pengadilan untuk mengeluarkan keputusan mengenai tuduhan terhadap token-token kripto untuk saat ini.”Keputusan ini diambil menyusulperintah pengadilanpada 9 Juli 2024 yang mewajibkan SEC dan Binance untuk bertemu, berunding,  dan mengajukan pengajuan bersama paling lambat tanggal 29 Juli 2024 untuk menetapkan jadwal untuk proses pengadilan lanjutan.Adapun dari hasil perundingan itu, SEC dan Binance telah sepakat untuk menetapkan jadwal pengajuan berkas yang direvisi dan tanggapan terkait dengan tenggat waktu ditetapkan dalam 30 hari.Baca juga:Hakim Federal AS Kritik Pendirian SEC atas Kasus BinanceGugatan SEC kepada BinancePada Juni 2023, SEC mulaimengajukan 13 gugatanterhadap Binance dan mantan CEO Changpeng Zhao."
Legislator Hong Kong Usulkan Bitcoin Jadi Cadangan Negara,"Selasa, 30 Juli 2024","Diskusi terkini telah menempatkan Bitcoin di pusat perdebatan strategi keuangan global, dengan kontribusi signifikan dari tokoh politik di AS dan Hong Kong.Johnny Ng, anggota Dewan Legislatif Hong Kong yang juga menjabat sebagai ketua Subkomite Pengembangan Web3 dan Aset Virtual, mengusulkan evaluasi menyeluruh terhadap Bitcoin sebagai bagian dari cadangan keuangan Hong Kong.Baca juga:Biaya Lisensi Exchange Kripto Hong Kong Turun, Apa Kabar Indonesia?Ng menyoroti penerimaan global Bitcoin yang terus berkembang dan statusnya sebagai “emas digital” mengindikasikan bahwa inklusi Bitcoin bisa bermanfaat jika sesuai dengan persyaratan regulasi.“Mengenai Bitcoin yang akan menjadi cadangan keuangan resmi bagi suatu negara atau kawasan, saya rasa ini patut dipertimbangkan,” ungkapnya.Proposal Ng sejalan dengan strategi lebih luas Hong Kong untuk memperkuat posisinya sebagai pusat utama kripto dan pengembangan Web3.Wilayah ini telah membuat kemajuan signifikan, termasuk persetujuanETF Bitcoindan Ethereum spot awal tahun ini."
"Pemerintah AS Pindahkan Bitcoin Sitaan Silk Road, Harga BTC Merosot ke US$66.000","Selasa, 30 Juli 2024","Pemerintah Amerika Serikat telah mentransfer Bitcoin senilai US$2 miliar atau sekitar Rp32,6 triliun ke sebuah alamatwalletbaru yang tidak diketahui pada 29 Juli 2024."
Hamster Kombat Tunda Airdrop Token HMSTR,"Selasa, 30 Juli 2024","Hamster Kombat, sebuahgame tap-to-earnyang populer di Telegram, tampaknya akan menundaairdroptoken HMSTR yang dinantikan banyak pemainnya."
Harga Bitcoin Berpeluang Sentuh US$100 Ribu di Akhir 2024,"Selasa, 30 Juli 2024","Harga Bitcoin kembali menarik perhatian setelah harganya sempat menyentuh kembali ke level US$69.000 dan naik ke level US$70.000 pada Senin (29/7/24).Namun, kenaikan tersebut gagal dipertahankan karena harga Bitcoin koreksi tajam ke level US$68.000 dengan penurunan 3% dalam 24 jam terakhir saat artikel ini diproses.Kendati mengalami penurunan, optimisme terhadap kenaikan harga Bitcoin selanjutnya masih tinggi."
"CoinShares: Inflow ke Produk ETF ETH Spot AS Capai Rp35,9 Triliun","Selasa, 30 Juli 2024","Peluncuran Exchange-Traded Funds (ETF) Ethereum spot di Amerika Serikat telah mendorong arus masuk mencapai US$2,2 miliar, jumlah tertinggi yang disalurkan ke dalam produk investasi Ether sejak Desember 2022.Baca juga:8 ETF Ethereum Spot Segera Diperdagangkan di ASMenurut laporanCoinSharespada Senin (29/7/2024), arus masuk ke ETF Ether spot mencapai US$2,2 miliar atau setara Rp35,9 triliun, sementara volume perdagangan di Exchange-Traded Product (ETP) Ether melonjak 542%.Terlepas dari arus masuk yang signifikan, pekan lalu terjadi arus keluar yang berkelanjutan dari Grayscale Ethereum Trust (ETHE) yang dikonversi, dengan dana keluar mencapai US$1,5 miliar karena beberapa investor memilih untuk menguangkannya.Hal tersebut mengakibatkan arus keluar bersih sebesar US$285 juta untuk perdagangan ETF Ether spot pada pekan lalu, mencerminkan situasi serupa selama peluncuran ETF Bitcoin spot pada Januari 2024 ketika Grayscale Bitcoin Trust (GBTC) mengalami arus keluar signifikan.Sebaliknya, Grayscale Ethereum Mini Trust (ETH) berkinerja baik dengan mencatat arus masuk bersih sebesar US$164 juta selama periode yang sama.Baca juga:Baru Tiga Hari, ETF ETH Spot Hadapi Arus Keluar Rp2,9 TriliunETF ETH Spot Mendorong Volume Perdagangan Tertinggi Sejak MeiAntusiasme seputar peluncuran ETF Ether spot juga mendorong volume perdagangan ke produk investasi kripto mencapai US$14,8 miliar, yang merupakan rekor tertinggi sejak Mei 2024."
5 Token Unlock Terbesar Agustus 2024,"Senin, 29 Juli 2024","Berdasarkan dataToken Unlocks, terdapat aset kripto bernilai US$969 juta setara dengan Rp15,8 triliun yang akan dibuka.Unlocktoken di kripto mengacu pada proses di mana token yang sebelumnya dibekukan atau ditahan menjadi tersedia untuk diperdagangkan atau digunakan, sering kali sesuai dengan jadwal yang ditetapkan dalam whitepaper atau kesepakatan proyek.Proses tersebut dapat meningkatkan volatilitas pasar, menimbulkan tekanan jual, dan mempengaruhi persepsi pasar terhadap token, tergantung pada bagaimana pemegang token merespons.Artikel ini membahas lima kripto denganunlockterbesar pada Agustus 2024.Avalanche (AVAX)AVAX melakukanunlocktoken pada 20 Agustus 2024 sebanyak 9,54 juta AVAX atau 2,42% dari total sirkulasi."
Universitas di AS Ini Dirikan Institut Khusus untuk Kaji Bitcoin,"Senin, 29 Juli 2024","University of Wyoming di Amerika Serikat telah mengumumkan pembentukan UW Bitcoin Research Institute (BRI) yang akan mulai beroperasi pada Agustus 2024.Dalam sebuah postingan di X pada Minggu (28/7/2024), Associate Professor of Philosophy di University of Wyoming dan Direktur BRI, Bradley Rettler, menyatakan bahwa institut baru ini bertujuan untuk menghasilkan penelitianpeer-reviewyang berkualitas tinggi tentang Bitcoin di berbagai disiplin ilmu.Pendirian BRI pertama kali diumumkan di Bitcoin Conference 2024 di Nashville.ANNOUNCEMENT: The University of Wyoming has established the UW Bitcoin Research Institute.https://t.co/qDuYZGmnxoThe BRI aims to produce high-quality peer-reviewed publications about bitcoin from all academic disciplines.First act: hiring@resistancemoney!1/— ₿radley Rettler (@rettlerb)July 28, 2024Rettler menyatakan kekhawatirannya terhadap kondisi penelitian Bitcoin saat ini, yang sering kali dilakukan oleh individu yang kurang memiliki keahlian di bidang ini."
Jumlah Investor Kripto di Indonesia Tembus 20 Juta Orang per Juni 2024,"Senin, 29 Juli 2024","Badan Pengawas Perdagangan Berjangka Komoditi (Bappebti)  membeberkan data yang menunjukkan peningkatan signifikan jumlah investor kripto di Indonesia, mencapai 20,24 juta investor per Juni 2024.Pertumbuhan ini sejalan dengan lonjakan nilai transaksi kripto yang mencapai Rp301,75 triliun pada periode Januari hingga Juni 2024."
Tim Shiba Inu Bocorkan Rencana Ekosistem dan Token Baru,"Senin, 29 Juli 2024","Lucie, juru bicara Kepala Pemasaran untukShiba Inu,berbagi informasi melalui akun X-nya mengenai rencana mendatang untuk ekosistem Shiba Inu.🌐 Welcome to the Shib Ecosystem!"
Santiment Sebut 6 Altcoin Ini Berpotensi Beri Return Tinggi,"Senin, 29 Juli 2024","Santiment, perusahaan analitik kripto, baru-baru ini mengidentifikasi beberapa altcoin yang berpotensi mengalami kenaikan signifikan ketika reli pasar kripto tiba.Menurut Santiment, investor kripto saat ini harus memperhatikan altcoin yangundervalueatau koin yang diperdagangkan dengan nilai rendah untuk memaksimalkan keuntungan dimusim altcoinmendatang.Perusahaan percaya bahwa altcoin yang telah menunjukkan penurunan harga eksterm memiliki potensireturnterbaik.“Jika Anda percaya bahwa pasar akan melonjak, sejarah menunjukkan bahwa membeli aset yang paling banyak memberikantraderpenderitaan memiliki peluang lebih besar untuk memberikanreturntinggi,” kata Santiment dalam postingan di X pada 26 Juli 2024.📊 As crypto markets are showing serious bounce action on a bullish Friday, keep in mind where various assets stand in terms of average trading returns.If you believe markets are about to surge, history says that buying into assets that traders have experienced the most pain in…pic.twitter.com/ReNHwEWb84— Santiment (@santimentfeed)July 26, 2024Santiment menganalisis aset berdasarkanMarket Value-to-Realized-Value(MVRV) Z-score, yang bertujuan untuk mengukur apakah aset tersebut dianggapundervalueatauovervalue, di mana aset dengan MVRV Z-score rendah dianggapundervalue, sementara yang dengan MVRV Z-score tinggi dianggapovervalue.Berikut adalah beberapa altcoin besar yang disebut oleh Santiment sebagai aset yang berpotensi memberikanreturntinggi.Baca juga:Santiment Tunjukkan Data Potensi Pemulihan Pasar CryptoUniswap (UNI)TokennativeUniswap, UNI, memiliki MVRV Z-score terendah di antara altcoin utama lainnya, menunjukkan bahwatraderrata-rata merasa paling menderita dan karenanya memberikan risiko lebih rendah."
Edward Snowden Soroti Kerentanan Privasi Bitcoin,"Senin, 29 Juli 2024","Mantan agen yang bekerja di dinas rahasia AS, Edward Snowden,hadir secara daringdi acara Bitcoin Conference Amerika Serikat pada 26 Juli 2024 waktu setempat."
Pidato Donald Trump yang Pro Bitcoin Gagal Ciptakan Reli Harga,"Senin, 29 Juli 2024","Donald Trump, Mantan Presiden Amerika Serikat, telah melakukan pidato di acara Bitcoin Conference pada 27 Juli 2024 yang berlangsung di Nashville."
Flipster Bagikan Tiket Coinfest Asia 2024 Gratis! Simak Caranya,"Minggu, 28 Juli 2024","Flipster, platform perdagangan derivatif kripto mengumumkangiveawayeksklusif kepada enam pemenang beruntung untuk menghadiri Coinfest Asia 2024 di Nuanu, Bali, Indonesia pada 22-23 Agustus 2024.Coinfest Asiaadalah acara festival Web3 terbesar di Asia."
5 Meme Coin Bertema Kucing yang Populer di 2024,"Sabtu, 27 Juli 2024","Meme coin bertema kucing telah menarik perhatian, menciptakan spekulasi baru dalam pasar meme coin yang sudah dipenuhi dengan meme coin bertema anjing seperti Dogecoin, Shiba Inu, dan dogwifhat."
"Magnify Cash Rilis Token $MAG, Kenalkan Protokol DeFi Terintegrasi RWA","Jumat, 26 Juli 2024","Magnify Cash, pasar kredit terdesentralisasi yang bersifatnon-custodialdanpermissionless, telah mengumumkan peluncuran tokennative$MAG melaluiFair Launch,sekaligus memperkenalkan protokol DeFi baru yang mengintegrasikanreal-world asset(RWA)ke dalam ekosistemnya.Menurut rilis pers yang dibagikan kepada Coinvestasi pada Kamis (25/7/2024), peluncuran token $MAG difasilitasi melalui protokol peningkatan likuiditasFjord Foundrymelalui acaraFair Launchyang memastikan distribusi yang adil dan transparan.Fair Launchtoken $MAG berlangsung dari tanggal 23 Juli 2024 hingga 27 Juli 2024."
Harga Bitcoin Rebound ke US$67.000 Jelang Pidato Trump,"Jumat, 26 Juli 2024","Harga Bitcoin mengalami pemulihan besar jelang pidato mantan Presiden Amerika Serikat, Donald Trump, di Bitcoin Conference 2024 di Nashville, Tennessee, pada Sabtu (27/7) waktu setempat.Namun, para analis memperingatkan bahwa lonjakan harga ini mungkin bersifat “impulsif” dan berisiko mengalami penurunan lebih lanjut.Baca juga:Harga Bitcoin Naik Usai Insiden Dramatis Menimpa Donald TrumpEkspetasi Kenaikan Harga BTC TinggiHarga Bitcoin berhasil pulih dari sebagian besar kerugian minggu sebelumnya dan saat ini diperdagangkan di sekitar US$67.000, naik 4,75% dalam 24 jam terakhir menurut CoinMarketCap.Gambar: Kenaikan harga BTC dalam 24 jam terakhir."
"Mainnet Game Web3 Illuvium Rilis, Token ILV Melonjak","Jumat, 26 Juli 2024","Setelah penantian panjang, gim Web3Illuviumsecara resmi meluncurkanmainnetpada 25 Juli 2024, setelah sebelumnya telah melalui serangkaianclosed beta.Baca juga:Waktu Rilis Game Belum Jelas, CEO Illuvium Buka SuaraDibangun di atas jaringanlayer-2Ethereum, Immutable X, Illuvium adalahgameaksi fantasi yang mencakup berbagai gaya permainan, termasuk petualanganopen-worlddan mode kompetitifauto-battler.Illuvium: Day 1 is Here!Rangers, the wait is over!"
Kota Ini Bakal Investasikan Dana Pensiun ke ETF Bitcoin Spot,"Jumat, 26 Juli 2024","Steven Fulop, Wali Kota Jersey City, New Jersey, mengumumkan rencana bahwa dana pensiun kota akan menginvestasikan sedikit porsi dari aset mereka ke dalam produk Exchange-Traded Fund (ETF) Bitcoin spot.Dalam sebuah postingan di X pada Kamis (25/7/2024),  Fulop menyatakan bahwa dokumen terbaru dana pensiun Jersey City telah diajukan ke Komisi Sekuritas dan Bursa AS (SEC)."
Survei Kraken: Bitcoin Lebih Diminati Dibandingkan Meme Coin,"Jumat, 26 Juli 2024","Sebuah survei yang dilakukan oleh platformexchangekripto Kraken menunjukkan bahwa masyarakat Amerika Serikat yang tertarik dengan kripto cenderung memilih Bitcoin sebagai aset favorit dibandingkan altcoin, terutama meme coin.Kraken mensurvei 2.191 penduduk Amerika Serikat yang berusia di atas 18 tahun untuk mendapatkan pandangan mereka tentang investasi kripto.Survei ini bertujuan untuk mengetahui berapa banyak responden yang berencana terus berinvestasi dalam kripto pada 2025 dan jenis aset kripto yang mereka sukai.Baca juga:Survei: Mayoritas Investor Tetap Optimis Terhadap Kripto Pasca HalvingHasil survei menunjukkan bahwa sekitar 74% responden kemungkinan besar akan berinvestasi kripto pada tahun 2025."
"Baru Tiga Hari, ETF ETH Spot Hadapi Arus Keluar Rp2,9 Triliun","Jumat, 26 Juli 2024","Pada hari ketiga setelah peluncuran ETF Ethereum spot, total arus keluar total mencapai sekitar US$179 juta atau setara Rp2,9 triliun pada 25 Juli 2024.Gambar: Arus keluar ETF ETH."
Analis Ungkap Meme Coin Selebriti di Solana Hancur Lebur!,"Jumat, 26 Juli 2024","Peluncuran meme coin selebriti di blockchain Solana pada paruh pertama 2024 sempat membuat pasar kripto kian semarak di tengah antusiasme kenaikan harga Bitcoin.Namun, seiring berjalannya waktumeme cointersebut pun mengalami penurunan drastis mengikuti tren harga kripto yang juga menurun.Berdasarkan data yang dikumpulkan oleh anggota komunitas kripto terkemuka,Slorg, semua 30 token selebriti yang diluncurkan di blockchain Solana pada Juni telah mengalami penurunan tajam dari titik tertinggi sepanjang masa, dengan penurunan rata-rata sebesar 94%.Dari 30 meme coin, empat token dengan kinerja terbaik turun lebih dari 70% dari titik tertinggi sepanjang masa, sementara tujuh token berikutnya telah turun lebih dari 90%.Sementara itu, sekitar setengah dari token telah turun lebih dari 99%."
"TON Rilis Smart Wallet W5, Perkenalkan Transaksi Bebas Gas Fee","Kamis, 25 Juli 2024","Tim inti The Open Network (TON) bekerja sama dengan Tonkeeper, telah meluncurkan standarsmart wallletW5."
Mobil Sport Ferrari Bisa Dibeli Pakai Bitcoin di Eropa!,"Kamis, 25 Juli 2024","Ferrari, produsen mobilsportmewah asal Italia, mengumumkan perluasan opsi pembayaran kripto ke jaringan diler Eropa."
BitcoinOS Hadirkan ZK-Proof Pertama di Mainnet Bitcoin,"Kamis, 25 Juli 2024","BitcoinOS (BOS), sebuah protokolrollupBitcoin, mencetak sejarah baru verifikasizero-knowledge proof(ZK) pertama dimainnetBitcoin pada 24 Juli 2024.Prestasi ini dianggap sebagai langkah penting menuju penerapan sistemrolluplayer-2 yang lebih efisien pada jaringan Bitcoin, yang dapat meningkatkan fungsionalitas dan skalabilitas tanpa perlu mengubah infrastruktur dasar blockchain Bitcoin.“Verifikasi terakhir telah dikonfirmasi pada blok 853626."
Token Agoric (BLD) Resmi Meluncur di Exchange Bitmart!,"Kamis, 25 Juli 2024",Exchangekripto Bitmart telah mengumumkan bahwa token Agoric (BLD) mulai dapat diperdagangkan diplatform-nya mulai 25 Juli 2024.Baca juga:Mengenal Layer-1 Agoric: Jembatan Menuju Web3 untuk Developer Web2Melaluilistingini paratraderdapat melakukan transaksi dengantrading pairBLD/USDT.
"Perdagangan Kripto di Indonesia Tumbuh 354,17% pada Paruh Pertama 2024","Kamis, 25 Juli 2024","Badan Pengawas Perdagangan Berjangka Komoditi (Bappebti) melaporkan adanya pertumbuhan signifikan dalam nilai transaksi aset kripto di Indonesia selama periode Januari hingga Juni 2024.Berdasarkan data Bappebti, total nilai transaksi kripto pada paruh pertama tahun ini mencapai Rp301,75 triliun."
"Solo Miner Raup Untung Rp3,3 Miliar Setelah Sukses Produksi Blok Bitcoin","Kamis, 25 Juli 2024","SeorangminerBitcoin berhasil memproses sebuah blok hanya dengan menggunakan perangkatminingsederhana, menghasilkan keuntungan mencapai US$206.000 atau setara Rp3,3 miliar.Minertersebut berhasil menambangblok ke-853,742di jaringan Bitcoin menggunakan perangkatminingsederhana bernama Bitaxe dari Altair Technology, denganhashratehanya 500 gigahash per detik (Gh/dtk).“Selamat kepadamineryang kemungkinan besar telah menambang blok BTC secara individu pertama menggunakan Bitaxe di @ckpooldev dengan ~500 Gh hashrate!” tulis Altair Technology dalam postingan X pada 25 Juli 2024.🏆Congratulations to the miner who likely mined the first solo BTC block with a Bitaxe on@ckpooldevwith ~500 Gh hashrate!👏Props to@skot9000,@Public_Pool_BTC&@osmu_globalon the project!You can buy these proven winners here👇🛒https://t.co/fiEPh4pRA8#WeMineBitcoinpic.twitter.com/C6D9Jj1HlR— Altair Technology® ⛏️ (@altair_tech)July 24, 2024Baca juga:Produksi Bitcoin Menurun, Profit Miner MerosotMiner Individu Memiliki Peluang Kecil untuk Menghasilkan BlokBlok di jaringan Bitcoin berisikan data transaksi dan merupakan bagian integral dari blockchain."
"Harga Bitcoin Turun Lagi ke US$64.000, Ini Pemicunya!","Kamis, 25 Juli 2024","Reli kripto yang terjadi pada pekan lalu tampaknya telah berakhir, dengan Bitcoin (BTC) yang kembali mengalami penurunan di level US$64.000."
KuCoin Adakan IEO untuk Liquidswap,"Rabu, 24 Juli 2024","KuCoin mengumumkan SpotlightInitial Exchange Offering(IEO)ke-28 dengan Liquidswap,Automated Market Maker(AMM) yang menggunakan bahasa Move, yang didukung oleh Pontem Network.Liquidswap menjadi salah satu proyek dominan di Aptos, dengan pangsa pasar tertinggi dalam volume perdagangan dan pengguna.Dikembangkan oleh Pontem dan didukung oleh perusahaan modal ventura papan atas seperti Lightspeed, Faction, dan Pantera, Liquidswap memanfaatkan bahasa Move yang unik untuk memberikan kinerja dan kecepatan luar biasa untuk perdagangan aset digitalpeer-to-peer.Penjualan token Spotlight akan menampilkan batas maksimum 300.000 USDT, dengan total alokasi 420.000 token LSD."
Analisis Blockcircle Ungkap Waktu Tepat untuk Beli DOGE dan SHIB,"Rabu, 24 Juli 2024",Kinerja Bitcoin memberikan pengaruh besar terhadap semua altcoin.
Kamala Harris Mulai Lirik Kripto? Meme Coin KAMA Sentuh ATH,"Rabu, 24 Juli 2024","Meme coin Kamala Horris (KAMA) yang berbasis di jaringan Solana terus menunjukkan kenaikan harga yang signifikan, di tengah optimisme pasar terhadap Wakil Presiden AS yang menjadi kandidat kuat dari Partai Demokrat untuk menggantikan Presiden AS Joe Biden dalam pemilihan presiden AS 2024.Baca juga:Joe Biden Mundur dari Pilpres AS 2024, Harga Meme Coin BODEN Jatuh 60%Menurut data dariCoinGecko, harga KAMA telah mencetak rekor tertinggi sepanjang masa di angka US$0,039 pada 24 Juli 2024, meningkat 5483% dari harga terendahnya di US$0,00061 pada 18 Juni 2024.Grafik harga token KAMA selama sepekan terakhir."
Lebih dari 66% Bitcoin Telah Disalurkan ke Kreditor Mt. Gox,"Rabu, 24 Juli 2024",Mt.
Pajak Kripto Tinggi India Buat Industri Lokal Meradang,"Rabu, 24 Juli 2024","Menteri Keuangan India, Nirmala Sitharaman, mengumumkan bahwa aturan pajak kripto tidak mengalami perubahan dalam presentasi anggaran negara untuk 2024-2025."
"Exchange dYdX v3 Diretas, Harga Token Merosot!","Rabu, 24 Juli 2024","Situs web untuk platform perdagangan versi 3.0 dariexchangekripto dYdX telah diretas pada 23 Juli 2024.Menurut postingan di X, dYdX menyatakan bahwa peretasan tersebut memengaruhi situs dydx.exchange, yakni versi lama dari platform yang mengelola volume perdagangan derivatif mingguan hingga US$1,5 miliar.We just learned that dYdX v3 website (dYdX ."
"Trading ETF ETH Spot AS Raih Volume Rp17,5 Triliun pada Hari Perdana","Rabu, 24 Juli 2024","Produk investasi Exchange-Traded Fund (ETF) Ethereum spot mencatat volume perdagangan kumulatif yang signifikan mencapai US$1,08 miliar atau sekitar Rp17,5 triliun pada hari pertama perdagangannya tanggal 23 Juli 2024.Baca juga:8 ETF Ethereum Spot Segera Diperdagangkan di ASMenurut data yang dibagikan oleh analis ETF dari Bloomberg, Eric Balchunas, Grayscale Ethereum Trust (ETHE) memimpin dengan volume perdagangan tertinggi mencapai US$458 juta."
YEY.tech: Ubah Cara Berinteraksi Komunitas di Dunia Web3,"Rabu, 24 Juli 2024","YEY.tech, sebuah platform inovatif yang dirancang untuk memberi penghargaan dan meningkatkan keterlibatan komunitas di duniaWeb3, mengadakan sesi Ask Me Anything (AMA) bersama komunitas Indonesia Paham Bitcoin pada Rabu (17/7/24).Melalui sesi tanya jawab ini, Keeb,business development managerBlockchainSpace dan YEY.tech, memberikan informasi mengenai fitur unik hingga rencana YEY.tech di masa depan.Keeb menjelaskan YEY.tech dirancang untuk memenuhi kebutuhan siapa saja yang memiliki komunitas atau audiens."
"Bermitra dengan BNI dan BRI, Mercuryo Rilis Fitur Beli Kripto dengan Rupiah","Selasa, 23 Juli 2024","Mercuryo, sebuah platform infrastruktur pembayaran, telah merilis layananfiat-to-crypto on-rampdi Indonesia dengan mengintegrasikan solusicrypto rampmereka dengan Bank Rakyat Indonesia (BRI), PT Bank Negara Indonesia (BNI), Quick Response Code Indonesian Standard (QRIS), dan penyediae-walletOVO.From#IDRto#cryptowith ease!"
"Mt. Gox Pindahkan Bitcoin Rp52 Triliun, Harga BTC Bereaksi","Selasa, 23 Juli 2024",Mt.
Avail DA Merilis Mainnet dan Token AVAIL,"Selasa, 23 Juli 2024","Avail, proyek infrastruktur web3 yang dimulai di dalam Polygon dan dipimpin oleh salah satu mantan pendiri Polygon, Anurag Arjun dan pemimpin penelitian Prabal Banerjee, berkembang menjadi entitas independen dan kini telah meluncurkan Avail DA dimainnetbersama dengan token AVAIL.Avail adalah proyekWeb3yang berfokus pada pemecahan masalah utama yang menghadapi skalabilitas dan fragmentasirollup."
